   name   params aux1 aux2    stage/arc    chunk/index
  TagSo 00001E02 0000 0000 in sea/Room9 ACTR/008
  TagSo 00001E03 0000 0000 in sea/Room9 ACTR/009
  TagSo 00001E04 0000 0000 in sea/Room9 ACTR/00A
 kusax1 00000E80 0000 0000 in sea/Room9 ACTR/00B
 kusax1 00000E80 0000 0000 in sea/Room9 ACTR/00C
  Ikada 00000000 0000 0000 in sea/Room9 ACTR/00D
ootubo1 717F7F35 0000 00FF in sea/Room9 ACTR/00E
ootubo1 717F7F20 0000 00FF in sea/Room9 ACTR/00F
ootubo1 717F7F20 0000 00FF in sea/Room9 ACTR/010
ootubo1 717F7F36 0000 00FF in sea/Room9 ACTR/011
 RotenC 02FF0000 0000 0000 in sea/Room9 ACTR/012
 Oyashi FFFFFFFF 0000 0000 in sea/Room9 ACTR/013
 kusax1 00000AC0 0000 0000 in sea/Room9 ACTR/014
 Sfairy 00000000 0000 0000 in sea/Room9 ACTR/015
 Sfairy 00000000 0000 0000 in sea/Room9 ACTR/016
 Sfairy 00000000 0000 0000 in sea/Room9 ACTR/017
 Sfairy 00000000 0000 0000 in sea/Room9 ACTR/018
 Sfairy 00000000 0000 0000 in sea/Room9 ACTR/019
 Kamome FFFF0206 0000 0000 in sea/Room9 ACTR/01A
    Hr2 00FF6B01 0000 0000 in sea/Room9 ACTR/01B
Ytrnd00 FFFFFFFF 0000 0000 in sea/Room9 ACTR/01C
 TagMSo 0001FFFF 0000 0000 in sea/Room9 ACTR/01D
Salvag2 301FF051 0000 0000 in sea/Room9 SCOB/000
Salvag2 302FF041 0000 0000 in sea/Room9 SCOB/001
 agbCSW FFE8FFFF FFFF 0008 in sea/Room9 SCOB/002
 SwSlvg 20FFF051 0000 00E8 in sea/Room9 SCOB/003
  agbA2 EFE90115 FFFF 0003 in sea/Room9 SCOB/004
  Com_A 32EF0200 0000 0000 in sea/Room9 SCOB/005
Salvage 019FF0F1 0000 0000 in sea/Room9 SCOB/006
Salvage 019FF0F1 0000 0001 in sea/Room9 SCOB/007
Salvage 019FF0F1 0000 0002 in sea/Room9 SCOB/008
Salvage 019FF0F1 0000 0003 in sea/Room9 SCOB/009
  Com_A 31FF0300 0000 0000 in sea/Room9 SCOB/00A
ky00you 0A010603 00FF 0001 in sea/Room9 SCOB/00B
  TagEv 29FF6D0D 0000 FFFF in sea/Room9 SCOB/00C
ky_tag0 32320101 006B 0000 in sea/Room9 SCOB/00D
agbMARK 00FFFFFF 0022 0002 in sea/Room9 SCOB/00E
HyoiKam FFFFFFFF 0000 0000 in sea/Room9 SCOB/00F
Ygstp00 00000002 0000 0000 in sea/Room9 SCOB/LayerB/000
Ygstp00 00000002 0000 0000 in sea/Room9 SCOB/LayerB/001
  woodb 00000000 0000 0000 in sea/Room9 TGOB/000
  woodb 00000000 0000 0000 in sea/Room9 TGOB/001
  woodb 00000000 0000 0000 in sea/Room9 TGOB/002
  woodb 00000000 0000 0000 in sea/Room9 TGOB/003
  woodb 00000000 0000 0000 in sea/Room9 TGOB/004
  woodb 00000000 0000 0000 in sea/Room9 TGOB/005
  woodb 00000000 0000 0000 in sea/Room9 TGOB/006
  woodb 00000000 0000 0000 in sea/Room9 TGOB/007
  woodb 00000000 0000 0000 in sea/Room9 TGOB/008
  woodb 00000000 0000 0000 in sea/Room9 TGOB/009
  swood 00000010 0000 0000 in sea/Room9 TGOB/00A
  swood 00000010 0000 0000 in sea/Room9 TGOB/00B
  swood 00000010 0000 0000 in sea/Room9 TGOB/00C
  swood 00000010 0000 0000 in sea/Room9 TGOB/00D
  swood 00000010 0000 0000 in sea/Room9 TGOB/00E
  swood 00000010 0000 0000 in sea/Room9 TGOB/00F
  swood 00000010 0000 0000 in sea/Room9 TGOB/010
  swood 00000010 0000 0000 in sea/Room9 TGOB/011
  swood 00000010 0000 0000 in sea/Room9 TGOB/012
  swood 00000010 0000 0000 in sea/Room9 TGOB/013
  swood 00000010 0000 0000 in sea/Room9 TGOB/014
 kusax1 00000F00 0000 0000 in sea/Room9 TGOB/015
 kusax1 00000DC0 0000 0000 in sea/Room9 TGOB/016
 kusax1 00000DC0 0000 0000 in sea/Room9 TGOB/017
 kusax1 00000F00 0000 0000 in sea/Room9 TGOB/018
 kusax1 00000F40 0000 0000 in sea/Room9 TGOB/019
 kusax1 00000DC0 0000 0000 in sea/Room9 TGOB/01A
 kusax1 00000DC0 0000 0000 in sea/Room9 TGOB/01B
 kusax1 00000F00 0000 0000 in sea/Room9 TGOB/01C
 kusax1 00000FC0 0000 0000 in sea/Room9 TGOB/01D
 kusax1 00000DC0 0000 0000 in sea/Room9 TGOB/01E
 kusax1 00000DC0 0000 0000 in sea/Room9 TGOB/01F
 kusax1 00000F40 0000 0000 in sea/Room9 TGOB/020
 kusax1 00000F00 0000 0000 in sea/Room9 TGOB/021
 kusax1 00000DC0 0000 0000 in sea/Room9 TGOB/022
 kusax1 00000DC0 0000 0000 in sea/Room9 TGOB/023
 kusax1 00000DC0 0000 0000 in sea/Room9 TGOB/024
 kusax1 00000F40 0000 0000 in sea/Room9 TGOB/025
 kusax1 00000DC0 0000 0000 in sea/Room9 TGOB/026
 kusax1 00000F00 0000 0000 in sea/Room9 TGOB/027
 kusax1 00000F40 0000 0000 in sea/Room9 TGOB/028
 kusax1 00000F00 0000 0000 in sea/Room9 TGOB/029
 kusax1 00000DC0 0000 0000 in sea/Room9 TGOB/02A
 kusax1 00000F40 0000 0000 in sea/Room9 TGOB/02B
 kusax1 00000DC0 0000 0000 in sea/Room9 TGOB/02C
 kusax1 00000F40 0000 0000 in sea/Room9 TGOB/02D
 kusax1 00000F00 0000 0000 in sea/Room9 TGOB/02E
 kusax1 00000A80 0000 0000 in sea/Room9 TGOB/02F
 kusax1 00000A80 0000 0000 in sea/Room9 TGOB/030
 kusax1 00000FC0 0000 0000 in sea/Room9 TGOB/031
 kusax1 00000F40 0000 0000 in sea/Room9 TGOB/032
 kusax1 00000F00 0000 0000 in sea/Room9 TGOB/033
 kusax1 00000FC0 0000 0000 in sea/Room9 TGOB/034
 kusax1 00000F40 0000 0000 in sea/Room9 TGOB/035
 kusax1 00000DC0 0000 0000 in sea/Room9 TGOB/036
 kusax1 00000A80 0000 0000 in sea/Room9 TGOB/037
 kusax1 00000FC0 0000 0000 in sea/Room9 TGOB/038
 kusax1 00000FC0 0000 0000 in sea/Room9 TGOB/039
 kusax1 00000F00 0000 0000 in sea/Room9 TGOB/03A
 kusax1 00000DC0 0000 0000 in sea/Room9 TGOB/03B
 kusax1 00000A80 0000 0000 in sea/Room9 TGOB/03C
 kusax1 00000F40 0000 0000 in sea/Room9 TGOB/03D
 kusax1 00000A80 0000 0000 in sea/Room9 TGOB/03E
 kusax1 00000F00 0000 0000 in sea/Room9 TGOB/03F
 kusax1 00000DC0 0000 0000 in sea/Room9 TGOB/040
 kusax1 00000F00 0000 0000 in sea/Room9 TGOB/041
 kusax1 00000DC0 0000 0000 in sea/Room9 TGOB/042
 kusax1 00000A80 0000 0000 in sea/Room9 TGOB/043
 kusax1 00000FC0 0000 0000 in sea/Room9 TGOB/044
 kusax1 00000A80 0000 0000 in sea/Room9 TGOB/045
 kusax1 00000A80 0000 0000 in sea/Room9 TGOB/046
 kusax1 00000A80 0000 0000 in sea/Room9 TGOB/047
 kusax1 00000FC0 0000 0000 in sea/Room9 TGOB/048
 kusax1 00000A80 0000 0000 in sea/Room9 TGOB/049
 kusax1 00000FC0 0000 0000 in sea/Room9 TGOB/04A
 flower 00000FE0 0000 0000 in sea/Room9 TGOB/04B
 flower 00000FE0 0000 0000 in sea/Room9 TGOB/04C
 flower 00000FE0 0000 0000 in sea/Room9 TGOB/04D
 flower 00000FE0 0000 0000 in sea/Room9 TGOB/04E
 flower 00000FE0 0000 0000 in sea/Room9 TGOB/04F
 flower 00000FE0 0000 0000 in sea/Room9 TGOB/050
 flower 00000FE0 0000 0000 in sea/Room9 TGOB/051
 flower 00000FE0 0000 0000 in sea/Room9 TGOB/052
 flower 00000FE0 0000 0000 in sea/Room9 TGOB/053
 flower 00000FE0 0000 0000 in sea/Room9 TGOB/054
 flower 00000FE0 0000 0000 in sea/Room9 TGOB/055
 flower 00000FE0 0000 0000 in sea/Room9 TGOB/056
 flower 00000FE0 0000 0000 in sea/Room9 TGOB/057
  flwr7 00000FE4 0000 0000 in sea/Room9 TGOB/058
  flwr7 00000FE4 0000 0000 in sea/Room9 TGOB/059
  flwr7 00000FE4 0000 0000 in sea/Room9 TGOB/05A
  flwr7 00000FE4 0000 0000 in sea/Room9 TGOB/05B
  flwr7 00000FE4 0000 0000 in sea/Room9 TGOB/05C
  flwr7 00000FE4 0000 0000 in sea/Room9 TGOB/05D
  flwr7 00000FE4 0000 0000 in sea/Room9 TGOB/05E
  flwr7 00000FE4 0000 0000 in sea/Room9 TGOB/05F
  flwr7 00000FE4 0000 0000 in sea/Room9 TGOB/060
  flwr7 00000FE4 0000 0000 in sea/Room9 TGOB/061
pflower 00000FF0 0000 0000 in sea/Room9 TGOB/062
pflower 00000FF0 0000 0000 in sea/Room9 TGOB/063
pflower 00000FF0 0000 0000 in sea/Room9 TGOB/064
pflower 00000FF0 0000 0000 in sea/Room9 TGOB/065
pflower 00000FF0 0000 0000 in sea/Room9 TGOB/066
pflower 00000FF0 0000 0000 in sea/Room9 TGOB/067
pflower 00000FF0 0000 0000 in sea/Room9 TGOB/068
pflower 00000FF0 0000 0000 in sea/Room9 TGOB/069
ikada_h 00000021 0701 0000 in sea/Room10 ACTR/000
 Okioke 767FFF3B 0000 00FF in sea/Room10 ACTR/001
 Okioke 767FFF3B 0000 00FF in sea/Room10 ACTR/002
 Okioke 767FFF3B 0000 00FF in sea/Room10 ACTR/003
  Canon FFFFFFFF 0000 0000 in sea/Room10 ACTR/004
  Tpost FFFFFFFF 0000 0000 in sea/Room10 ACTR/005
  Ktaru 737FFF20 0000 00FF in sea/Room10 ACTR/006
  Ktaru 737FFF20 0000 00FF in sea/Room10 ACTR/007
  Ktaru 737FFF20 0000 00FF in sea/Room10 ACTR/008
 kotubo 707FFF01 0000 00FF in sea/Room10 ACTR/009
 kotubo 707FFF02 0000 00FF in sea/Room10 ACTR/00A
 kotubo 707FFF01 0000 00FF in sea/Room10 ACTR/00B
 kotubo 707FFF02 0000 00FF in sea/Room10 ACTR/00C
 kotubo 707FFF01 0000 00FF in sea/Room10 ACTR/00D
 kotubo 707FFF3B 0000 00FF in sea/Room10 ACTR/00E
 kotubo 707FFF3B 0000 00FF in sea/Room10 ACTR/00F
 koisi1 707FFFE1 0000 0000 in sea/Room10 ACTR/010
 koisi1 707FFFE1 0000 0000 in sea/Room10 ACTR/011
  TagSo 00001E00 0000 0000 in sea/Room10 ACTR/012
  TagSo 00001E01 0000 0000 in sea/Room10 ACTR/013
  TagSo 00001E02 0000 0000 in sea/Room10 ACTR/014
  TagSo 00001E03 0000 0000 in sea/Room10 ACTR/015
  TagSo 00001E04 0000 0000 in sea/Room10 ACTR/016
 TagMSo 0001FFFF 0000 0000 in sea/Room10 ACTR/017
  NpcSo FFFFFFFF 32EC 0000 in sea/Room10 ACTR/018
 Kanban 00000343 0000 0000 in sea/Room10 ACTR/019
 Kanban 00000346 0000 0000 in sea/Room10 ACTR/01A
    Kg2 FFFFFFFF 0000 0000 in sea/Room10 ACTR/01B
  Ayush 00000003 0000 0000 in sea/Room10 ACTR/01C
 Kamome FFFF0306 0000 0000 in sea/Room10 ACTR/01D
 c_blue 060A0203 0000 0014 in sea/Room10 ACTR/01E
   kani FFFFFFFF 0000 0000 in sea/Room10 ACTR/01F
   kani FFFFFFFF 0000 0000 in sea/Room10 ACTR/020
   kani FFFFFFFF 0000 0000 in sea/Room10 ACTR/021
Salvag2 300FF051 0000 0000 in sea/Room10 SCOB/000
Salvag2 301FF041 0000 0000 in sea/Room10 SCOB/001
 agbCSW FFE8FFFF FFFF 0008 in sea/Room10 SCOB/002
 SwSlvg 20FFF051 0000 00E8 in sea/Room10 SCOB/003
  agbA2 EFE90115 FFFF 0003 in sea/Room10 SCOB/004
  Com_A 32EF0100 0000 0000 in sea/Room10 SCOB/005
Salvage 026FF0F1 0000 0000 in sea/Room10 SCOB/006
Salvage 026FF0F1 0000 0001 in sea/Room10 SCOB/007
Salvage 026FF0F1 0000 0002 in sea/Room10 SCOB/008
Salvage 026FF0F1 0000 0003 in sea/Room10 SCOB/009
agbMARK 00FFFFFF 0022 0002 in sea/Room10 SCOB/00A
HyoiKam FFFFFFFF 0000 0000 in sea/Room10 SCOB/00B
 MtFlag 010000FF 0000 0000 in sea/Room10 TGOB/000
 Roten2 00000000 0000 0000 in sea/Room11 ACTR/000
 Roten4 02000000 0000 0000 in sea/Room11 ACTR/001
 Roten3 01000000 0000 0000 in sea/Room11 ACTR/002
Kbota_A 400022FF 0000 00FF in sea/Room11 ACTR/003
  Tpost FFFFFFFF 0000 0000 in sea/Room11 ACTR/004
 kotubo 707FFF02 0000 00FF in sea/Room11 ACTR/005
 kotubo 707FFF39 0000 00FF in sea/Room11 ACTR/006
 kotubo 707FFF28 0000 00FF in sea/Room11 ACTR/007
 kotubo 707FFF02 0000 00FF in sea/Room11 ACTR/008
 kotubo 7006C004 0000 007B in sea/Room11 ACTR/009
 kotubo 707FFF39 0000 00FF in sea/Room11 ACTR/00A
 kotubo 707FFF02 0000 00FF in sea/Room11 ACTR/00B
 kotubo 707FFF39 0000 00FF in sea/Room11 ACTR/00C
 kotubo 707FFF02 0000 00FF in sea/Room11 ACTR/00D
 kotubo 7009FF02 0000 00FF in sea/Room11 ACTR/00E
 kotubo 707FFF02 0000 00FF in sea/Room11 ACTR/00F
 kotubo 701EFF39 0000 00FF in sea/Room11 ACTR/010
 kotubo 707FFF2B 0000 00FF in sea/Room11 ACTR/011
 kotubo 707FFF39 0000 00FF in sea/Room11 ACTR/012
 kotubo 700CC004 0000 007C in sea/Room11 ACTR/013
   Fdai FFFFFF00 0000 0000 in sea/Room11 ACTR/014
   Fdai FFFFFF01 0000 0000 in sea/Room11 ACTR/015
   Fdai FFFFFF02 0000 0000 in sea/Room11 ACTR/016
   Fdai FFFFFF03 0000 0000 in sea/Room11 ACTR/017
   Fdai FFFFFF04 0000 0000 in sea/Room11 ACTR/018
   Fdai FFFFFF08 0000 0000 in sea/Room11 ACTR/019
   Fdai FFFFFF09 0000 0000 in sea/Room11 ACTR/01A
   Fdai FFFFFF0B 0000 0000 in sea/Room11 ACTR/01B
   Fdai FFFFFF0C 0000 0000 in sea/Room11 ACTR/01C
   Fdai FFFFFF0D 0000 0000 in sea/Room11 ACTR/01D
   Fdai FFFFFF0E 0000 0000 in sea/Room11 ACTR/01E
   Fdai FFFFFF05 0000 0000 in sea/Room11 ACTR/01F
   Fdai FFFFFF0A 0000 0000 in sea/Room11 ACTR/020
  TagSo 00001E00 0000 0000 in sea/Room11 ACTR/021
  TagSo 00001E01 0000 0000 in sea/Room11 ACTR/022
  TagSo 00001E02 0000 0000 in sea/Room11 ACTR/023
  TagSo 00001E03 0000 0000 in sea/Room11 ACTR/024
  TagSo 00001E04 0000 0000 in sea/Room11 ACTR/025
 TagMSo 0001FFFF 0000 0000 in sea/Room11 ACTR/026
  NpcSo FFFFFFFF 32ED 0000 in sea/Room11 ACTR/027
 flwr17 00000EE5 0000 0000 in sea/Room11 ACTR/028
 flwr17 00000AA5 0000 0000 in sea/Room11 ACTR/029
 flwr17 00000AA5 0000 0000 in sea/Room11 ACTR/02A
 flower 00000EE0 0000 0000 in sea/Room11 ACTR/02B
 flower 00000EE0 0000 0000 in sea/Room11 ACTR/02C
 flower 00000EE0 0000 0000 in sea/Room11 ACTR/02D
pflwrx7 00000AB6 0000 0000 in sea/Room11 ACTR/02E
pflwrx7 00000AB6 0000 0000 in sea/Room11 ACTR/02F
   Fdai FFFFFF10 0000 0000 in sea/Room11 ACTR/030
   Rsh1 00040000 0000 0000 in sea/Room11 ACTR/Layer0/000
    Sa5 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer0/001
    Sa4 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer0/002
    Sa3 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer0/003
    Sa2 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer0/004
    Ug2 00FF0000 0000 0000 in sea/Room11 ACTR/Layer0/005
    Ug1 00FF0000 0000 0000 in sea/Room11 ACTR/Layer0/006
    UkD 00020301 0000 0000 in sea/Room11 ACTR/Layer0/007
    UkD 00020A02 0000 0000 in sea/Room11 ACTR/Layer0/008
    UkC 00010301 0000 0000 in sea/Room11 ACTR/Layer0/009
    UkC 00010802 0000 0000 in sea/Room11 ACTR/Layer0/00A
    UkB 00000301 0000 0000 in sea/Room11 ACTR/Layer0/00B
    UkB 00000702 0000 0000 in sea/Room11 ACTR/Layer0/00C
     Mk 00000301 0000 0000 in sea/Room11 ACTR/Layer0/00D
     Mk 00000902 0000 0000 in sea/Room11 ACTR/Layer0/00E
    Uw2 00FF0000 0000 0000 in sea/Room11 ACTR/Layer0/00F
    Uw2 00FF0002 0000 0000 in sea/Room11 ACTR/Layer0/010
    Um3 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer0/011
    Um2 00240000 0000 0000 in sea/Room11 ACTR/Layer0/012
    Um2 00FF0002 0000 0000 in sea/Room11 ACTR/Layer0/013
    Um1 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer0/014
    Ub4 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer0/015
    Ub3 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer0/016
    Ub2 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer0/017
    Ub1 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer0/018
    Uo3 002300FF 0000 0000 in sea/Room11 ACTR/Layer0/019
    Uo1 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer0/01A
    Pig 00250201 0000 0000 in sea/Room11 ACTR/Layer0/01B
    Pig 00260301 0000 0000 in sea/Room11 ACTR/Layer0/01C
    Pig 00270401 0000 0000 in sea/Room11 ACTR/Layer0/01D
    Pf1 000000FF 0000 0000 in sea/Room11 ACTR/Layer0/01E
     Tt FFFFFFFF 0000 0000 in sea/Room11 ACTR/Layer0/01F
ikada_h 00080031 2801 0000 in sea/Room11 ACTR/Layer1/000
    Um3 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer1/001
    Um1 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer1/002
     Tt FFFFFFFF 0000 0000 in sea/Room11 ACTR/Layer1/003
    Um3 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer2/000
    Um1 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer2/001
Pirates FFFF0100 0000 0000 in sea/Room11 ACTR/Layer2/002
ikada_h 000C0031 2801 0000 in sea/Room11 ACTR/Layer3/000
    Um3 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer3/001
    Um1 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer3/002
Pirates FFFF0100 0000 0000 in sea/Room11 ACTR/Layer3/003
   Rsh1 00040000 0000 0000 in sea/Room11 ACTR/Layer4/000
    Gk1 0000FFFF 0000 0000 in sea/Room11 ACTR/Layer4/001
    Kk1 0002FF00 0000 0000 in sea/Room11 ACTR/Layer4/002
    Sa5 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer4/003
    Sa4 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer4/004
    Sa3 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer4/005
    Sa2 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer4/006
    Ug2 00FF0000 0000 0000 in sea/Room11 ACTR/Layer4/007
    Ug1 00FF0000 0000 0000 in sea/Room11 ACTR/Layer4/008
    UkD 00020301 0000 0000 in sea/Room11 ACTR/Layer4/009
    UkD 00020A02 0000 0000 in sea/Room11 ACTR/Layer4/00A
    UkC 00010301 0000 0000 in sea/Room11 ACTR/Layer4/00B
    UkC 00010802 0000 0000 in sea/Room11 ACTR/Layer4/00C
    UkB 00000301 0000 0000 in sea/Room11 ACTR/Layer4/00D
    UkB 00000702 0000 0000 in sea/Room11 ACTR/Layer4/00E
     Mk 00000301 0000 0000 in sea/Room11 ACTR/Layer4/00F
     Mk 00000902 0000 0000 in sea/Room11 ACTR/Layer4/010
    Uw2 00FF0000 0000 0000 in sea/Room11 ACTR/Layer4/011
    Uw2 00FF0002 0000 0000 in sea/Room11 ACTR/Layer4/012
    Um3 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer4/013
    Um2 00240000 0000 0000 in sea/Room11 ACTR/Layer4/014
    Um2 00FF0002 0000 0000 in sea/Room11 ACTR/Layer4/015
    Um1 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer4/016
    Ub4 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer4/017
    Ub3 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer4/018
    Ub2 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer4/019
    Ub1 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer4/01A
    Uo3 002300FF 0000 0000 in sea/Room11 ACTR/Layer4/01B
    Uo1 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer4/01C
    Pig 00250201 0000 0000 in sea/Room11 ACTR/Layer4/01D
    Pig 00260301 0000 0000 in sea/Room11 ACTR/Layer4/01E
    Pig 00270401 0000 0000 in sea/Room11 ACTR/Layer4/01F
     Tt FFFFFFFF 0000 0000 in sea/Room11 ACTR/Layer4/020
ikada_h 00040031 2801 0000 in sea/Room11 ACTR/Layer5/000
    Kk1 00010C01 0000 0000 in sea/Room11 ACTR/Layer5/001
    Um3 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer5/002
    Um1 00FF00FF 0000 0000 in sea/Room11 ACTR/Layer5/003
     Tt FFFFFFFF 0000 0000 in sea/Room11 ACTR/Layer5/004
  DmKmm 000000FF 0000 0000 in sea/Room11 ACTR/Layer8/000
ky_tag1 FFFFFFFF 0000 0000 in sea/Room11 SCOB/000
 SW_C00 0000FF0C 0000 0000 in sea/Room11 SCOB/001
 TagMsg FFFFFF3F 0323 FFFF in sea/Room11 SCOB/002
Salvag2 3000B051 0000 0000 in sea/Room11 SCOB/003
Salvag2 3010B041 0000 0000 in sea/Room11 SCOB/004
   agbF E7E603E6 0000 0005 in sea/Room11 SCOB/005
   agbF E8E703E8 0000 0005 in sea/Room11 SCOB/006
   agbF E9E803EA 0000 0005 in sea/Room11 SCOB/007
   agbF FFEF03B4 0030 0005 in sea/Room11 SCOB/008
   agbA FF7B03B5 FFFF 0000 in sea/Room11 SCOB/009
agbMARK 00E703E7 0000 0002 in sea/Room11 SCOB/00A
agbMARK 00E803E9 0000 0002 in sea/Room11 SCOB/00B
agbTBOX 007BFFFF 0000 0006 in sea/Room11 SCOB/00C
  TagEv 11FF3FFF 0000 FFFF in sea/Room11 SCOB/00D
  TagEv 11FF3FFF 0000 FFFF in sea/Room11 SCOB/00E
  TagEv 11FF3FFF 0000 FFFF in sea/Room11 SCOB/00F
  TagEv 11FF3FFF 0000 FFFF in sea/Room11 SCOB/010
  agbA2 E6EA03E4 0000 0003 in sea/Room11 SCOB/011
   agbR 00EB03EB 0001 0009 in sea/Room11 SCOB/012
agbTBOX 007C03EC 0000 0006 in sea/Room11 SCOB/013
   agbF FF7D03F2 0033 0005 in sea/Room11 SCOB/014
   agbF FF7D03F2 0033 0005 in sea/Room11 SCOB/015
   agbF FF7D03F2 0033 0005 in sea/Room11 SCOB/016
   agbF FF7D03F2 0033 0005 in sea/Room11 SCOB/017
   agbF FF7D03F2 0033 0005 in sea/Room11 SCOB/018
   agbF EAE503E3 007D 0005 in sea/Room11 SCOB/019
  TagMk FFFFFF01 0000 0000 in sea/Room11 SCOB/01A
   agbA FF7C03ED FFFF 0000 in sea/Room11 SCOB/01B
   agbF FF7D03F2 0033 0005 in sea/Room11 SCOB/01C
   agbF FF7D03F2 0033 0005 in sea/Room11 SCOB/01D
   agbF FF7D03F2 0033 0005 in sea/Room11 SCOB/01E
   agbF FF7D03F2 0033 0005 in sea/Room11 SCOB/01F
   agbF FF7D03F2 0033 0005 in sea/Room11 SCOB/020
   agbF FF7D03F2 0033 0005 in sea/Room11 SCOB/021
Salvage 01B0B011 0000 0000 in sea/Room11 SCOB/022
Salvage 01B0B011 0000 0001 in sea/Room11 SCOB/023
Salvage 01B0B011 0000 0002 in sea/Room11 SCOB/024
Salvage 01B0B011 0000 0003 in sea/Room11 SCOB/025
agbMARK 00FFFFFF 0022 0002 in sea/Room11 SCOB/026
agbMARK 00FF0184 0000 0002 in sea/Room11 SCOB/027
agbMARK 00FF0186 0000 0002 in sea/Room11 SCOB/028
agbMARK 00FF0185 0000 0002 in sea/Room11 SCOB/029
agbMARK 00FF018B 0000 0002 in sea/Room11 SCOB/02A
agbMARK 00FF0188 0000 0002 in sea/Room11 SCOB/02B
agbMARK 00FF0187 0000 0002 in sea/Room11 SCOB/02C
agbMARK 00FF0187 0000 0002 in sea/Room11 SCOB/02D
agbMARK 00FF018A 0000 0002 in sea/Room11 SCOB/02E
agbMARK 00FF0189 0000 0002 in sea/Room11 SCOB/02F
HyoiKam FFFFFFFF 0000 0000 in sea/Room11 SCOB/030
agbMARK 00FF03B1 0003 0002 in sea/Room11 SCOB/031
agbMARK 00FF03B2 0001 0002 in sea/Room11 SCOB/032
  TagEv 11FF3FFF 0000 FFFF in sea/Room11 SCOB/033
bonbori FFFFFFC1 0000 0000 in sea/Room11 SCOB/Layer1/000
bonbori FFFFFFC1 0000 0000 in sea/Room11 SCOB/Layer1/001
bonbori FFFFFFC1 0000 0000 in sea/Room11 SCOB/Layer1/002
 TagIsl 1CFF5B04 0000 FFFF in sea/Room11 SCOB/Layer2/000
 TagIsl 1CFF5B04 0000 FFFF in sea/Room11 SCOB/Layer3/000
bonbori FFFFFFC1 0000 0000 in sea/Room11 SCOB/Layer5/000
bonbori FFFFFFC1 0000 0000 in sea/Room11 SCOB/Layer5/001
bonbori FFFFFFC1 0000 0000 in sea/Room11 SCOB/Layer5/002
 tkrBMs FF15D504 000B 07FF in sea/Room11 TRES/Layer1/000
 tkrBMs FF15D504 000B 07FF in sea/Room11 TRES/Layer3/000
 tkrBMs FF15D504 000B 07FF in sea/Room11 TRES/Layer5/000
Stoudai FFFFFFFF 0000 0000 in sea/Room11 TGOB/000
Skanran 00000022 0000 0000 in sea/Room11 TGOB/001
 MtFlag 01000002 0000 0000 in sea/Room11 TGOB/002
 MtFlag 01000002 0000 0000 in sea/Room11 TGOB/003
 MtFlag 01000002 FC72 FA50 in sea/Room11 TGOB/004
KNOB00D 002FF0FF 0FFF 0000 in sea/Room11 TGDR/000
KNOB00D 002FF0FF 0FFF 0000 in sea/Room11 TGDR/001
KNOB00D 002FF0FF 0FFF 0000 in sea/Room11 TGDR/002
KNOB01D 002FF1FF 0FFF 06A9 in sea/Room11 TGDR/003
KNOB00D 002FF0FF 0FFF 0000 in sea/Room11 TGDR/004
KNOB01D 002FF1FF 0FFF 06A6 in sea/Room11 TGDR/005
KNOB00D 007FF0FF 0FFF 0000 in sea/Room11 TGDR/006
KNOB00D 007FF0FF 0FFF 0000 in sea/Room11 TGDR/007
KNOB00D 002FF0FF 0FFF 0000 in sea/Room11 TGDR/008
KNOB01D 002FF1FF 0FFF 06A8 in sea/Room11 TGDR/009
KNOB00D 002FF0FF 0FFF 0000 in sea/Room11 TGDR/00A
ikada_h 00B00021 0F02 0000 in sea/Room12 ACTR/000
 Oyashi FFFFFFFF 0000 0000 in sea/Room12 ACTR/001
 Oyashi FFFFFFFF 0000 0000 in sea/Room12 ACTR/002
 Oyashi FFFFFFFF 0000 0000 in sea/Room12 ACTR/003
